cliente_id
2076569343
486609981
-2133238226
1501782976
-1672885383
959991064
-254860897
-1406287656
733117621
-911580424
1973492443
-625571484
876989962
373127015
1262789549
-1230380367
1380196760
1603394995
864221472
1723878094
1826240425
-721646325
-1344855641
1522963815
305430483
-867894285
661338420
-1640332945
-449910888
1588625833
-58666607
-232884819
1580731631
-1007275017
-2094686881
220468231
-884594488
1285879527
1260055615
1877463402
-244719796
264367477
-1055586060
256326428
833385459
88343654
273692994
-1910115616
-1043616835
-667469906
214526302
503960991
-749803809
-422779099
255732288
-1551268075
-1269664585
-1426853704
1353921198
-418411155
-1641627478
575033514
2092022714
1016477185
-741004907
-1255801974
1395755365
-1391072480
1046801047
35123435
-119821212
-2033465759
-1737535806
25972250
1305820028
-904351571
1650592260
-490183281
-615408610
-262039621
-383480979
-559837982
1804690200
-2017658031
1531907562
-761232928
-1920306667
-1024155923
688247365
1712170796
1520695808
-1012128658
-240365571
-517912103
-121041414
-955354267
935882203
709859138
-262634852
2083629506
511192894
-1589833586
-486440893
634856210
-607512334
1440264668
1551062540
1813462334
1696576859
-1907480662
245180714
-2039781230
843519809
1440934942
-2920810
-1400988058
1102243536
-1027634149
616117210
-5303104
-1024847897
-54968642
2008012453
1824758066
1936364481
652889983
-1595079166
359880141
-1713341357
-563143206
-320454727
-1267613674
339822949
-1606437298
1991687869
-1045470723
-540847990
-2143513467
-1964381326
-279471533
-1049459920
1193826109
-50400725
291856619
-307979926
2146833496
-1299210123
2099811107
-1865051183
-1348730819
348333256
175545848
560456286
1750147608
1397455580
1376045702
206488370
-412004320
-105027074
1006985407
1379213105
-497269682
383245468
2036781132
-1301853164
-955715259
239081301
326469687
-1609166871
-2018145956
1304998690
889281122
-1438550992
-58532649
1022474135
-932006587
1346766132
406441069
-187287275
42975064
-628760275
-1701523145
1028565999
472061353
-1648313190
236374668
379312220
601079305
724376919
1094885555
967382539
-403358056
756184530
-1920615747
1327291092
-104476189
568836727
2135948423
-1355614265
-755020004
1125146156
-1076165559
980081973
1800107326
525667461
-347107789
1995591443
-554303778
-1653652834
-1830877978
1007780628
-1282135879
1448158247
998731359
-333188188
-1475304099
2129076832
-2029266171
-2018396215
1195856348
1080892821
558211311
-1466560209
-160596033
1187156278
-468117186
492469622
-245773074
-1261659738
332497269
-1070148646
-169918926
831130608
-1559985006
-266049645
1231975518
-1323668644
-709980092
339395705
1988592142
-492372264
-1712481070
1475166268
604951296
787019900
-128911720
813432714
-1229834672
1686387538
-736660856
625884616
1040454172
2037686559
-1535462377
1871324458
1689871287
41327136
-313738748
1449710483
680050247
-1572337135
1421780384
